id,logic_score,math_score,art_score,english_score,interest_field,career_goal,study_time_per_week,current_level,Target_Course
5e8b09e7,5,6,6,5,AI/Data,Startup,2-5h,Advanced,Python Basic
b1fd8d82,9,6,3,7,AI/Data,Competition,< 2h,Intermediate,Python for Data Science
ca59fd48,10,10,9,7,Mobile App,Competition,> 10h,Advanced,Competitive Programming (C++)
aeac26b2,10,6,7,9,AI/Data,Freelancer,> 10h,Advanced,Python Basic
3280d227,3,1,5,2,Web,Freelancer,< 2h,Beginner,Web Backend (PHP/Nodejs)
72769ea9,3,6,7,7,Office,Freelancer,< 2h,Intermediate,Tin hoc van phong
2fc64378,6,9,3,6,AI/Data,Freelancer,5-10h,Intermediate,Python for Data Science
bc388c24,5,9,5,8,Web,Freelancer,2-5h,Advanced,Frontend (HTML/CSS/JS)
9c0a2499,6,3,2,1,Office,Company,5-10h,Beginner,Tin hoc van phong
356f13e0,4,7,5,9,IOT,Freelancer,2-5h,Intermediate,Arduino Basic
b0e68c1f,3,1,8,6,Office,Company,5-10h,Beginner,Tin hoc van phong
30e348a5,7,5,5,6,Mobile App,Startup,2-5h,Advanced,Flutter Cross-platform
da29e936,3,1,2,8,Office,Startup,2-5h,Beginner,Tin hoc van phong
99b22c96,6,9,4,4,Mobile App,Company,< 2h,Intermediate,Flutter Cross-platform
55c9ed0b,3,7,5,6,IOT,Company,< 2h,Beginner,Arduino Basic
fa2d1ea9,9,6,10,5,Mobile App,Company,5-10h,Advanced,Flutter Cross-platform
cde98ffb,5,9,9,4,Web,Competition,< 2h,Intermediate,Web Backend (PHP/Nodejs)
99190602,5,4,4,2,AI/Data,Company,5-10h,Beginner,Python Basic
d86478ca,7,7,5,1,AI/Data,Company,2-5h,Beginner,Python Basic
4231b35f,7,7,6,7,Web,Freelancer,< 2h,Beginner,Web Backend (PHP/Nodejs)
78395985,3,7,3,4,Web,Startup,2-5h,Intermediate,Frontend (HTML/CSS/JS)
e12764e4,6,3,6,3,Game,Company,5-10h,Intermediate,Game Dev (Unity/C#)
998f4ef3,6,7,5,4,IOT,Freelancer,2-5h,Beginner,Arduino Basic
88a2ac3f,7,2,7,2,Office,Freelancer,5-10h,Beginner,Tin hoc van phong
5972d29d,8,8,4,2,AI/Data,Freelancer,2-5h,Beginner,Python Basic
776a4dde,7,4,8,9,Game,Company,2-5h,Intermediate,Game Design & Art
2446a7b7,5,7,10,5,Game,Company,> 10h,Advanced,Game Dev (Unity/C#)
ec787e8f,8,7,3,3,IOT,Company,> 10h,Beginner,C/C++ for IoT
a2c081bc,7,5,2,5,Mobile App,Company,5-10h,Beginner,Android Basic
edc4e8ac,6,7,6,7,Web,Startup,2-5h,Intermediate,Web Backend (PHP/Nodejs)
064bde4b,2,4,3,4,Web,Startup,2-5h,Beginner,Web Backend (PHP/Nodejs)
da10bec4,9,4,9,6,Game,Freelancer,2-5h,Intermediate,Game Design & Art
7293cfc7,7,7,8,8,Office,Startup,2-5h,Beginner,Tin hoc van phong
c87e5eea,7,5,7,5,Office,Company,5-10h,Beginner,Tin hoc van phong
10bd13b3,8,4,5,7,Web,Startup,2-5h,Intermediate,Web Backend (PHP/Nodejs)
69baeaf1,9,9,3,9,Web,Startup,> 10h,Intermediate,Frontend (HTML/CSS/JS)
6c7a43e1,6,8,6,5,IOT,Freelancer,> 10h,Advanced,C/C++ for IoT
a0a8fe16,8,5,3,7,AI/Data,Startup,< 2h,Intermediate,Python for Data Science
f52cd894,4,9,6,4,Office,Competition,2-5h,Intermediate,Tin hoc van phong
f22bedc5,7,6,3,2,Office,Freelancer,< 2h,Beginner,Tin hoc van phong
586b7f07,7,6,7,10,Web,Company,< 2h,Advanced,Frontend (HTML/CSS/JS)
91c0f0aa,7,8,5,8,AI/Data,Freelancer,5-10h,Intermediate,Python for Data Science
800d6e03,5,6,3,6,IOT,Competition,2-5h,Beginner,Arduino Basic
ea8dbf5d,10,5,7,5,AI/Data,Company,5-10h,Advanced,Python Basic
11670d9c,6,9,5,9,Mobile App,Startup,2-5h,Intermediate,Flutter Cross-platform
1f62ab6d,6,1,6,6,Game,Freelancer,< 2h,Beginner,Game Dev (Unity/C#)
908bbc11,6,9,8,5,Web,Company,< 2h,Intermediate,Web Backend (PHP/Nodejs)
98e516d1,4,4,7,6,AI/Data,Company,5-10h,Beginner,Python Basic
e6765fb0,5,4,6,6,Office,Competition,2-5h,Intermediate,Tin hoc van phong
96963177,7,6,5,9,Office,Company,2-5h,Advanced,Tin hoc van phong
ec5737da,7,9,5,4,Mobile App,Freelancer,< 2h,Intermediate,Flutter Cross-platform
a18e4067,2,4,1,6,Office,Competition,5-10h,Beginner,Tin hoc van phong
6a16964a,8,2,8,5,Web,Competition,< 2h,Beginner,Fullstack Web (MERN)
1817f8ce,6,1,3,6,Web,Startup,> 10h,Beginner,Web Backend (PHP/Nodejs)
243e7981,7,6,5,7,IOT,Freelancer,5-10h,Advanced,Arduino Basic
88846357,8,4,6,5,Web,Company,2-5h,Intermediate,Web Backend (PHP/Nodejs)
f64b847c,5,8,7,8,Office,Freelancer,< 2h,Intermediate,Tin hoc van phong
748a5742,5,2,8,5,Mobile App,Startup,2-5h,Beginner,Flutter Cross-platform
3fcdeab7,8,9,8,5,Office,Company,< 2h,Intermediate,Tin hoc van phong
3757c405,5,6,9,5,Game,Competition,5-10h,Intermediate,Game Design & Art
e54fe571,4,8,1,5,AI/Data,Startup,5-10h,Beginner,Python Basic
1e64cdc7,10,8,7,7,AI/Data,Freelancer,> 10h,Advanced,Python for Data Science
593a4b6f,6,8,7,3,AI/Data,Freelancer,< 2h,Beginner,Python Basic
2cc2f965,3,5,8,9,Web,Startup,> 10h,Intermediate,Frontend (HTML/CSS/JS)
d66fa6b5,8,5,7,7,Office,Company,5-10h,Advanced,Tin hoc van phong
d4cd1aa5,4,7,3,4,Mobile App,Company,2-5h,Intermediate,Android Basic
89583d4e,9,6,7,3,Office,Company,2-5h,Intermediate,Tin hoc van phong
fd935d74,6,4,5,7,AI/Data,Competition,< 2h,Intermediate,Python Basic
0ff7f393,8,8,3,4,Office,Competition,2-5h,Beginner,Competitive Programming (C++)
26c2fd78,10,7,8,10,Game,Competition,< 2h,Advanced,Competitive Programming (C++)
dfa954df,7,8,8,5,Game,Company,2-5h,Beginner,Game Design & Art
b3d4acce,5,8,8,6,Mobile App,Company,> 10h,Advanced,Flutter Cross-platform
2a7ccba8,4,8,8,4,Web,Freelancer,< 2h,Intermediate,Web Backend (PHP/Nodejs)
439263ee,9,6,4,6,AI/Data,Company,2-5h,Intermediate,Python for Data Science
86c39a09,6,9,7,3,AI/Data,Startup,2-5h,Intermediate,Python for Data Science
cf4fbf58,2,8,8,8,Office,Company,> 10h,Beginner,Tin hoc van phong
ec65e382,7,8,8,6,Mobile App,Company,< 2h,Beginner,Flutter Cross-platform
80162a25,7,4,5,1,AI/Data,Company,2-5h,Beginner,Python for Data Science
94c63edc,4,8,9,6,Office,Competition,5-10h,Intermediate,Tin hoc van phong
9f26daac,6,1,7,2,Web,Startup,2-5h,Beginner,Frontend (HTML/CSS/JS)
44ef8139,4,8,5,7,IOT,Company,< 2h,Beginner,Arduino Basic
0bd9042f,9,7,4,8,Game,Competition,> 10h,Intermediate,Competitive Programming (C++)
5e090371,6,8,6,6,Game,Freelancer,< 2h,Beginner,Game Dev (Unity/C#)
be927c3f,4,3,7,8,Office,Company,< 2h,Intermediate,Tin hoc van phong
e264423c,4,8,4,5,AI/Data,Company,2-5h,Beginner,Python Basic
b9381da0,7,7,9,5,Game,Freelancer,5-10h,Intermediate,Game Design & Art
17a2f87e,5,8,5,2,Game,Company,2-5h,Beginner,Scratch for Beginners
87b7f2b2,4,6,3,4,AI/Data,Freelancer,2-5h,Intermediate,Python Basic
f7f2e1ee,4,4,5,7,Mobile App,Startup,< 2h,Beginner,Android Basic
84687851,2,6,8,1,Web,Startup,2-5h,Beginner,Frontend (HTML/CSS/JS)
b3e7d808,3,7,5,4,IOT,Company,> 10h,Beginner,Arduino Basic
6865a0c6,6,4,5,8,AI/Data,Startup,< 2h,Beginner,Python for Data Science
4a73c6ea,1,5,5,1,Game,Company,5-10h,Beginner,Scratch for Beginners
e00e4d78,6,5,7,8,Web,Company,5-10h,Advanced,Fullstack Web (MERN)
d4237280,8,8,6,2,IOT,Startup,2-5h,Beginner,C/C++ for IoT
896bc9a9,7,6,3,6,Mobile App,Company,2-5h,Beginner,Flutter Cross-platform
04b98fcd,3,2,7,1,Mobile App,Startup,> 10h,Beginner,Android Basic
b4551ace,9,3,3,6,IOT,Company,2-5h,Intermediate,C/C++ for IoT
47a30e58,4,5,2,3,Office,Startup,< 2h,Beginner,Tin hoc van phong
45d1d49f,7,7,5,8,Office,Company,5-10h,Advanced,Tin hoc van phong
83667eae,4,3,4,4,IOT,Freelancer,2-5h,Beginner,Arduino Basic
4e6500aa,6,6,8,2,Office,Company,5-10h,Beginner,Tin hoc van phong
77b866e6,5,5,1,5,AI/Data,Company,> 10h,Beginner,Python Basic
72c3b8cc,4,8,8,3,Game,Freelancer,2-5h,Intermediate,Game Design & Art
bdc9a841,7,5,9,7,Mobile App,Company,2-5h,Intermediate,Flutter Cross-platform
a7553cac,2,1,4,7,Web,Startup,2-5h,Beginner,Web Backend (PHP/Nodejs)
f3d90aba,8,5,4,4,IOT,Freelancer,2-5h,Intermediate,Arduino Basic
62fe80b8,4,2,4,3,Mobile App,Competition,2-5h,Beginner,Android Basic
9edc0117,5,5,7,8,AI/Data,Freelancer,2-5h,Beginner,Python Basic
efec720c,10,10,6,5,Web,Startup,> 10h,Advanced,Fullstack Web (MERN)
8349d7b0,6,8,3,6,Office,Startup,5-10h,Intermediate,Tin hoc van phong
977dd707,4,5,7,7,Web,Company,2-5h,Intermediate,Web Backend (PHP/Nodejs)
c412cb29,6,10,5,7,Game,Startup,> 10h,Advanced,Scratch for Beginners
0bfb944b,9,6,4,5,Mobile App,Startup,5-10h,Intermediate,Android Basic
f125c313,8,3,6,8,Office,Company,< 2h,Beginner,Tin hoc van phong
e7be4e10,6,8,3,6,Mobile App,Freelancer,2-5h,Beginner,Flutter Cross-platform
276fb368,5,10,5,5,Web,Company,2-5h,Advanced,Frontend (HTML/CSS/JS)
7ea7da65,8,8,6,6,Game,Company,5-10h,Beginner,Game Dev (Unity/C#)
5b0e9677,9,3,9,6,Office,Competition,5-10h,Intermediate,Tin hoc van phong
b30b28e9,5,8,4,7,IOT,Startup,5-10h,Intermediate,C/C++ for IoT
76277f4a,6,3,4,6,Office,Freelancer,< 2h,Beginner,Tin hoc van phong
94734387,5,3,4,2,Game,Freelancer,2-5h,Beginner,Scratch for Beginners
601a2666,4,3,9,8,Web,Startup,< 2h,Intermediate,Fullstack Web (MERN)
6278a19f,8,2,7,2,Office,Freelancer,5-10h,Beginner,Tin hoc van phong
3a02f266,5,10,10,5,Web,Company,< 2h,Advanced,Frontend (HTML/CSS/JS)
92248029,9,8,8,5,Office,Company,2-5h,Intermediate,Tin hoc van phong
63977738,6,4,4,2,AI/Data,Company,< 2h,Beginner,Python Basic
9c6e5fff,7,6,9,5,Office,Company,> 10h,Advanced,Tin hoc van phong
653464a9,4,5,5,6,Office,Startup,< 2h,Beginner,Tin hoc van phong
3b1b7d96,9,5,5,5,IOT,Company,> 10h,Advanced,C/C++ for IoT
13035159,5,7,5,8,IOT,Company,5-10h,Beginner,Arduino Basic
0fe4c2b6,6,5,7,8,Office,Freelancer,5-10h,Intermediate,Tin hoc van phong
5f1757c0,6,8,5,8,Web,Company,5-10h,Advanced,Fullstack Web (MERN)
84a917d6,6,7,5,5,Mobile App,Company,> 10h,Advanced,Flutter Cross-platform
92c85004,6,7,7,9,AI/Data,Freelancer,< 2h,Intermediate,Python for Data Science
e9b37d61,6,9,4,8,Web,Freelancer,2-5h,Intermediate,Web Backend (PHP/Nodejs)
3c650041,9,8,6,10,IOT,Startup,2-5h,Advanced,C/C++ for IoT
b15f55df,7,6,6,6,Office,Startup,2-5h,Advanced,Tin hoc van phong
ccd6851b,5,1,5,4,Office,Company,5-10h,Beginner,Tin hoc van phong
d7e9139a,8,8,3,6,Office,Company,< 2h,Intermediate,Tin hoc van phong
339e3269,4,9,7,4,AI/Data,Freelancer,< 2h,Intermediate,Python Basic
abd76dca,6,5,6,5,AI/Data,Company,2-5h,Beginner,Python Basic
2145f464,3,9,9,4,Mobile App,Company,2-5h,Intermediate,Flutter Cross-platform
f6a2c1e0,7,7,7,4,Mobile App,Startup,< 2h,Beginner,Flutter Cross-platform
6492822a,3,2,3,7,Web,Freelancer,5-10h,Beginner,Web Backend (PHP/Nodejs)
d5e7f453,8,9,7,5,Mobile App,Company,< 2h,Advanced,Flutter Cross-platform
34b1bbc6,7,7,4,9,Web,Competition,2-5h,Intermediate,Web Backend (PHP/Nodejs)
faab89da,2,1,8,7,Office,Startup,2-5h,Beginner,Tin hoc van phong
c0fb4b57,8,9,8,7,Office,Competition,5-10h,Intermediate,Tin hoc van phong
55f59335,4,3,7,3,Mobile App,Competition,5-10h,Beginner,Android Basic
aca6d89b,7,5,4,1,Web,Company,2-5h,Beginner,Web Backend (PHP/Nodejs)
4bb58656,1,1,7,7,Office,Company,5-10h,Beginner,Tin hoc van phong
185b8d10,3,2,4,3,Web,Freelancer,2-5h,Beginner,Web Backend (PHP/Nodejs)
1a0d9b39,7,1,4,5,Game,Competition,5-10h,Beginner,Game Dev (Unity/C#)
cd4e257f,7,5,7,2,AI/Data,Startup,5-10h,Beginner,Python Basic
2c594744,4,8,6,7,Office,Startup,2-5h,Intermediate,Tin hoc van phong
273d5789,8,6,3,3,Web,Company,< 2h,Intermediate,Web Backend (PHP/Nodejs)
437cc36a,2,3,4,3,Web,Startup,> 10h,Beginner,Web Backend (PHP/Nodejs)
2e515c65,6,3,6,3,IOT,Competition,< 2h,Beginner,Arduino Basic
3ad950ff,7,4,6,3,AI/Data,Freelancer,2-5h,Beginner,Python Basic
38642047,2,2,4,7,Web,Startup,< 2h,Beginner,Web Backend (PHP/Nodejs)
a64d974e,4,2,8,7,Game,Company,5-10h,Beginner,Scratch for Beginners
e381d9a2,3,7,4,6,Mobile App,Startup,5-10h,Beginner,Android Basic
a1a7fba4,9,4,4,5,Game,Competition,< 2h,Intermediate,Game Dev (Unity/C#)
e8ddeef0,2,1,5,8,Office,Competition,5-10h,Beginner,Tin hoc van phong
38e29547,7,9,10,5,Web,Freelancer,< 2h,Advanced,Frontend (HTML/CSS/JS)
ebd66775,5,8,8,8,Web,Freelancer,< 2h,Beginner,Frontend (HTML/CSS/JS)
ee35d06d,1,1,7,1,Web,Startup,2-5h,Beginner,Frontend (HTML/CSS/JS)
a32c4a60,4,3,6,8,IOT,Competition,5-10h,Intermediate,Arduino Basic
0f66361d,8,1,7,1,Game,Company,5-10h,Beginner,Game Dev (Unity/C#)
66c14d87,4,8,4,8,AI/Data,Company,< 2h,Intermediate,Python Basic
3249a5cc,8,2,5,5,Web,Competition,2-5h,Beginner,Fullstack Web (MERN)
de8c9098,7,4,9,7,Office,Freelancer,5-10h,Intermediate,Tin hoc van phong
4c8431f3,8,2,7,1,Web,Company,2-5h,Beginner,Frontend (HTML/CSS/JS)
56fcdbb5,4,4,7,7,Game,Freelancer,< 2h,Intermediate,Game Design & Art
d05d960c,7,4,3,3,IOT,Freelancer,2-5h,Intermediate,C/C++ for IoT
bc264d06,10,5,5,8,IOT,Freelancer,> 10h,Advanced,Arduino Basic
592deb3a,4,3,4,8,Mobile App,Company,< 2h,Beginner,Android Basic
9c205089,6,7,1,5,AI/Data,Company,> 10h,Beginner,Python Basic
d0b96e95,5,7,4,5,Mobile App,Startup,2-5h,Beginner,Flutter Cross-platform
6ebfe081,7,6,8,6,Mobile App,Company,< 2h,Advanced,Flutter Cross-platform
467e6c53,5,6,6,10,Office,Company,2-5h,Advanced,Tin hoc van phong
8404d587,8,5,6,9,AI/Data,Company,5-10h,Advanced,Python Basic
1109ec3f,3,2,3,2,Web,Startup,2-5h,Beginner,Web Backend (PHP/Nodejs)
4ca802f3,5,3,4,1,IOT,Competition,> 10h,Beginner,Arduino Basic
9dc0659c,6,3,9,5,Mobile App,Company,< 2h,Intermediate,Android Basic
fd74110d,6,4,7,2,AI/Data,Startup,< 2h,Beginner,Python Basic
3a1a233d,6,7,4,5,AI/Data,Startup,2-5h,Beginner,Python Basic
d63055f1,6,7,6,6,Office,Company,< 2h,Beginner,Tin hoc van phong
ee093486,4,8,8,5,Office,Freelancer,5-10h,Beginner,Tin hoc van phong
9faec227,6,6,1,1,Office,Freelancer,5-10h,Beginner,Tin hoc van phong
b5cbe984,4,5,4,7,AI/Data,Company,< 2h,Intermediate,Python for Data Science
4e3ebfb0,7,4,8,8,Web,Startup,2-5h,Beginner,Frontend (HTML/CSS/JS)
18c5a54b,4,8,7,1,Office,Startup,2-5h,Beginner,Tin hoc van phong
88c94bf2,6,3,2,2,Office,Company,5-10h,Beginner,Tin hoc van phong
520d95a6,6,7,1,2,Office,Company,> 10h,Beginner,Tin hoc van phong
758c4356,3,7,6,9,Mobile App,Startup,2-5h,Intermediate,Flutter Cross-platform
e092a450,3,4,6,5,Web,Freelancer,2-5h,Beginner,Web Backend (PHP/Nodejs)
0f8cec52,6,7,6,10,Game,Competition,5-10h,Advanced,Game Dev (Unity/C#)
74203c25,6,8,3,6,Office,Startup,5-10h,Intermediate,Tin hoc van phong
8c7cfee6,4,6,1,5,IOT,Startup,2-5h,Beginner,Arduino Basic
70311d8c,9,9,4,6,AI/Data,Freelancer,2-5h,Intermediate,Python for Data Science
564cc716,6,9,8,8,Web,Freelancer,> 10h,Advanced,Fullstack Web (MERN)
e8e9280c,5,5,1,7,AI/Data,Startup,< 2h,Beginner,Python Basic
f1878233,8,4,6,8,AI/Data,Company,< 2h,Beginner,Python Basic
4abe9b72,4,2,4,4,Office,Startup,< 2h,Beginner,Tin hoc van phong
6e1fa220,6,9,5,9,AI/Data,Startup,2-5h,Intermediate,Python for Data Science
617e476b,8,6,8,10,Office,Competition,> 10h,Advanced,Tin hoc van phong
6b1c4d12,5,4,6,7,Mobile App,Freelancer,> 10h,Intermediate,Android Basic
b0e49dac,8,7,6,2,AI/Data,Company,> 10h,Beginner,Python Basic
3a59b9f5,8,8,7,10,Office,Company,2-5h,Advanced,Tin hoc van phong
cc16704b,10,9,7,7,Web,Competition,2-5h,Advanced,Competitive Programming (C++)
7ce42576,10,8,5,9,IOT,Company,5-10h,Advanced,C/C++ for IoT
9ce7b981,6,8,7,3,AI/Data,Competition,5-10h,Beginner,Python for Data Science
e49ace5c,7,3,7,8,Mobile App,Startup,< 2h,Beginner,Flutter Cross-platform
25370648,6,5,5,7,AI/Data,Company,< 2h,Beginner,Python Basic
7d1e5083,9,9,5,7,Game,Freelancer,5-10h,Advanced,Game Dev (Unity/C#)
2a7cc623,7,8,3,4,Web,Freelancer,< 2h,Intermediate,Web Backend (PHP/Nodejs)
68614adc,9,9,5,7,AI/Data,Competition,< 2h,Advanced,Competitive Programming (C++)
c5e7ea97,5,8,3,7,AI/Data,Company,5-10h,Beginner,Python Basic
cd340219,10,10,6,8,AI/Data,Startup,2-5h,Advanced,Python Basic
96eaa97c,10,8,10,6,Web,Startup,> 10h,Advanced,Fullstack Web (MERN)
6fcaa2f2,3,4,2,1,IOT,Company,2-5h,Beginner,Arduino Basic
98217db2,1,3,6,1,Game,Freelancer,5-10h,Beginner,Scratch for Beginners
d2aef3e8,4,7,4,2,Office,Company,2-5h,Beginner,Tin hoc van phong
559e959d,9,6,6,9,Web,Startup,2-5h,Advanced,Frontend (HTML/CSS/JS)
a4d0717b,4,7,2,5,AI/Data,Competition,2-5h,Beginner,Python Basic
6bdd284a,5,4,6,3,Office,Freelancer,5-10h,Intermediate,Tin hoc van phong
5297d27d,4,4,8,7,Web,Competition,2-5h,Intermediate,Frontend (HTML/CSS/JS)
5fb40c49,5,3,7,1,Mobile App,Company,< 2h,Beginner,Flutter Cross-platform
b0647fea,9,6,3,4,Mobile App,Startup,2-5h,Intermediate,Flutter Cross-platform
7d4b911a,8,2,6,4,Game,Startup,> 10h,Beginner,Game Design & Art
d46e00d2,5,4,2,5,Office,Company,2-5h,Beginner,Tin hoc van phong
f3afb5a2,7,7,7,4,AI/Data,Competition,2-5h,Intermediate,Competitive Programming (C++)
c378315e,7,8,4,7,AI/Data,Startup,2-5h,Intermediate,Python for Data Science
beb555f6,8,5,4,2,Mobile App,Startup,2-5h,Beginner,Flutter Cross-platform
0e542aff,10,8,5,5,Game,Company,> 10h,Advanced,Game Dev (Unity/C#)
4306f68c,4,8,8,8,Office,Freelancer,2-5h,Intermediate,Tin hoc van phong
43a1e653,9,8,10,8,Mobile App,Company,2-5h,Advanced,Flutter Cross-platform
12529f08,6,10,6,10,Office,Competition,< 2h,Advanced,Tin hoc van phong
a8465bbb,5,7,6,10,AI/Data,Company,> 10h,Advanced,Python for Data Science
e0d2c71d,5,4,5,8,IOT,Startup,2-5h,Beginner,Arduino Basic
8bc0214b,6,5,3,6,Web,Company,2-5h,Beginner,Web Backend (PHP/Nodejs)
eeb770e7,9,3,5,4,Mobile App,Startup,< 2h,Intermediate,Flutter Cross-platform
b3377291,7,4,6,6,AI/Data,Company,< 2h,Intermediate,Python Basic
3cf9a004,4,5,4,8,Web,Freelancer,2-5h,Intermediate,Frontend (HTML/CSS/JS)
917ee65a,5,8,6,6,Office,Freelancer,2-5h,Advanced,Tin hoc van phong
22817f11,6,5,7,6,Web,Company,5-10h,Advanced,Fullstack Web (MERN)
3722e236,5,8,10,9,Game,Company,5-10h,Advanced,Game Dev (Unity/C#)
df414a5f,4,8,4,4,AI/Data,Company,2-5h,Intermediate,Python for Data Science
44ad139d,7,1,5,2,Office,Startup,< 2h,Beginner,Tin hoc van phong
b60e7d64,6,3,3,2,Mobile App,Company,5-10h,Beginner,Flutter Cross-platform
5135fdeb,9,10,6,10,Mobile App,Startup,< 2h,Advanced,Flutter Cross-platform
be5ba53f,9,8,6,7,AI/Data,Startup,5-10h,Intermediate,Python Basic
0a876a8a,2,7,7,1,Game,Freelancer,5-10h,Beginner,Game Dev (Unity/C#)
407bec2c,7,6,6,6,Mobile App,Freelancer,2-5h,Advanced,Flutter Cross-platform
050e7431,6,3,5,7,IOT,Company,2-5h,Intermediate,Arduino Basic
be67be1c,3,6,4,5,IOT,Freelancer,2-5h,Intermediate,Arduino Basic
69b67c84,6,9,10,7,Game,Freelancer,5-10h,Advanced,Game Dev (Unity/C#)
96593ba0,4,7,3,6,Mobile App,Startup,< 2h,Beginner,Android Basic
a1e43d66,3,6,5,7,Game,Company,5-10h,Intermediate,Scratch for Beginners
3ad997b1,4,5,3,7,AI/Data,Company,< 2h,Intermediate,Python Basic
28fc0367,2,6,6,5,Office,Startup,2-5h,Beginner,Tin hoc van phong
5a245d1f,5,7,3,2,IOT,Freelancer,< 2h,Beginner,C/C++ for IoT
be784707,5,4,4,9,Web,Company,< 2h,Intermediate,Frontend (HTML/CSS/JS)
037c62e6,6,2,3,4,Mobile App,Company,2-5h,Beginner,Flutter Cross-platform
5d3894b4,6,4,7,7,Mobile App,Company,> 10h,Intermediate,Android Basic
9f741686,8,6,4,9,Office,Startup,5-10h,Intermediate,Tin hoc van phong
81864458,9,6,6,8,AI/Data,Freelancer,< 2h,Advanced,Python Basic
fd0d5802,8,7,8,6,Office,Freelancer,> 10h,Beginner,Tin hoc van phong
f5cfc49e,8,5,6,9,IOT,Freelancer,< 2h,Advanced,Arduino Basic
138422ce,5,5,6,2,Game,Competition,5-10h,Beginner,Scratch for Beginners
906e033c,6,7,4,7,Game,Competition,5-10h,Intermediate,Game Dev (Unity/C#)
822299cf,6,2,5,8,Game,Company,2-5h,Beginner,Game Dev (Unity/C#)
3e658a39,9,9,6,5,Web,Startup,< 2h,Intermediate,Web Backend (PHP/Nodejs)
5b99f17e,7,7,8,4,Office,Startup,2-5h,Beginner,Tin hoc van phong
d615868a,7,8,4,6,Game,Company,2-5h,Intermediate,Game Dev (Unity/C#)
1e238452,6,7,2,5,AI/Data,Company,5-10h,Beginner,Python Basic
9fe7c0a2,7,7,5,8,IOT,Startup,2-5h,Beginner,C/C++ for IoT
bdf42b70,5,5,4,3,Game,Freelancer,2-5h,Beginner,Scratch for Beginners
1d47d9e9,9,7,9,5,Office,Company,> 10h,Intermediate,Tin hoc van phong
aa76a25e,9,8,6,9,AI/Data,Freelancer,2-5h,Intermediate,Python for Data Science
0c873f04,8,5,1,4,AI/Data,Freelancer,> 10h,Beginner,Python Basic
9a69e1b1,6,4,7,3,Mobile App,Company,5-10h,Intermediate,Android Basic
1d923840,7,4,6,7,AI/Data,Freelancer,5-10h,Intermediate,Python Basic
55286bef,8,6,4,6,IOT,Startup,2-5h,Intermediate,C/C++ for IoT
94583636,7,9,6,10,Web,Freelancer,2-5h,Advanced,Web Backend (PHP/Nodejs)
d87c77df,2,5,4,5,Web,Competition,2-5h,Beginner,Web Backend (PHP/Nodejs)
a891a5e0,4,8,3,2,IOT,Startup,2-5h,Beginner,Arduino Basic
5e781267,8,4,5,1,Mobile App,Freelancer,2-5h,Beginner,Flutter Cross-platform
f41ccbd7,3,8,5,8,Mobile App,Freelancer,< 2h,Beginner,Android Basic
484a7de6,7,6,7,5,Web,Competition,< 2h,Advanced,Fullstack Web (MERN)
44c35e99,9,8,7,5,AI/Data,Startup,5-10h,Intermediate,Python for Data Science
ef4406bf,6,5,4,6,AI/Data,Freelancer,2-5h,Beginner,Python Basic
f716a693,7,5,6,3,AI/Data,Company,5-10h,Intermediate,Python for Data Science
fc4cbb3c,9,6,4,6,Office,Company,< 2h,Intermediate,Tin hoc van phong
49ce713f,9,7,5,9,AI/Data,Freelancer,5-10h,Advanced,Python for Data Science
a88bb4db,5,2,6,3,Game,Competition,> 10h,Beginner,Scratch for Beginners
ba1fd190,10,5,6,5,Office,Company,> 10h,Advanced,Tin hoc van phong
966a58b7,8,6,7,3,Web,Competition,< 2h,Intermediate,Fullstack Web (MERN)
8fe4ee4a,9,6,8,6,Game,Competition,5-10h,Advanced,Game Dev (Unity/C#)
4c64596d,8,8,5,6,AI/Data,Startup,2-5h,Advanced,Python Basic
97d79daa,4,1,7,8,Mobile App,Competition,< 2h,Beginner,Android Basic
d79d60ee,2,1,8,3,Office,Competition,> 10h,Beginner,Tin hoc van phong
8fb25766,5,5,8,4,Web,Startup,< 2h,Intermediate,Frontend (HTML/CSS/JS)
6c6aa041,8,9,5,3,Game,Company,2-5h,Intermediate,Game Dev (Unity/C#)
be0ce96d,8,6,7,6,Mobile App,Startup,5-10h,Beginner,Flutter Cross-platform
95199545,6,1,3,1,Mobile App,Startup,2-5h,Beginner,Flutter Cross-platform
5b1257b6,6,9,5,4,IOT,Freelancer,5-10h,Intermediate,C/C++ for IoT
368d064c,3,9,9,9,Game,Company,< 2h,Intermediate,Game Design & Art
4e419b41,9,9,9,5,Web,Startup,2-5h,Intermediate,Web Backend (PHP/Nodejs)
d844aaf8,5,4,1,4,IOT,Company,5-10h,Beginner,Arduino Basic
6983f8e5,2,8,3,7,Web,Company,< 2h,Beginner,Web Backend (PHP/Nodejs)
dbe08175,8,6,6,8,AI/Data,Competition,2-5h,Intermediate,Python for Data Science
3da8f3ec,6,8,6,5,IOT,Freelancer,2-5h,Intermediate,C/C++ for IoT
25715d45,9,4,4,3,AI/Data,Startup,< 2h,Intermediate,Python for Data Science
d0478aa1,4,9,6,3,Web,Company,> 10h,Intermediate,Frontend (HTML/CSS/JS)
53c67a5c,8,9,8,8,Web,Startup,5-10h,Advanced,Fullstack Web (MERN)
f4e4a2bb,7,2,8,4,Game,Company,2-5h,Beginner,Game Design & Art
3226eac5,9,9,6,7,Web,Freelancer,> 10h,Intermediate,Web Backend (PHP/Nodejs)
